+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6177   |
|  epoch 2  |   0.5150   |
|  epoch 3  |   0.4716   |
|  epoch 4  |   0.4495   |
|  epoch 5  |   0.4319   |
|  epoch 6  |   0.4206   |
|  epoch 7  |   0.4002   |
|  epoch 8  |   0.3882   |
|  epoch 9  |   0.3787   |
|  epoch 10 |   0.3626   |
|  epoch 11 |   0.3601   |
|  epoch 12 |   0.3397   |
|  epoch 13 |   0.3386   |
|  epoch 14 |   0.3222   |
|  epoch 15 |   0.3069   |
|  epoch 16 |   0.3009   |
|  epoch 17 |   0.2887   |
|  epoch 18 |   0.2818   |
|  epoch 19 |   0.2731   |
|  epoch 20 |   0.2617   |
|  epoch 21 |   0.2535   |
|  epoch 22 |   0.2437   |
|  epoch 23 |   0.2393   |
|  epoch 24 |   0.2323   |
|  epoch 25 |   0.2246   |
|  epoch 26 |   0.2174   |
|  epoch 27 |   0.2152   |
|  epoch 28 |   0.2037   |
|  epoch 29 |   0.2045   |
|  epoch 30 |   0.1925   |
|  epoch 31 |   0.1921   |
|  epoch 32 |   0.1838   |
|  epoch 33 |   0.1795   |
|  epoch 34 |   0.1806   |
|  epoch 35 |   0.1711   |
|  epoch 36 |   0.1642   |
|  epoch 37 |   0.1614   |
|  epoch 38 |   0.1577   |
|  epoch 39 |   0.1458   |
|  epoch 40 |   0.1495   |
|  epoch 41 |   0.1483   |
|  epoch 42 |   0.1450   |
|  epoch 43 |   0.1363   |
|  epoch 44 |   0.1327   |
|  epoch 45 |   0.1313   |
|  epoch 46 |   0.1310   |
|  epoch 47 |   0.1289   |
|  epoch 48 |   0.1254   |
|  epoch 49 |   0.1193   |
|  epoch 50 |   0.1140   |
|  epoch 51 |   0.1139   |
|  epoch 52 |   0.1180   |
|  epoch 53 |   0.1178   |
|  epoch 54 |   0.1084   |
|  epoch 55 |   0.1060   |
|  epoch 56 |   0.1034   |
|  epoch 57 |   0.1036   |
|  epoch 58 |   0.1018   |
|  epoch 59 |   0.0967   |
|  epoch 60 |   0.0944   |
|  epoch 61 |   0.0997   |
|  epoch 62 |   0.0899   |
|  epoch 63 |   0.0925   |
|  epoch 64 |   0.0931   |
|  epoch 65 |   0.0970   |
|  epoch 66 |   0.0843   |
|  epoch 67 |   0.0824   |
|  epoch 68 |   0.0832   |
|  epoch 69 |   0.0837   |
|  epoch 70 |   0.0817   |
|  epoch 71 |   0.0811   |
|  epoch 72 |   0.0826   |
|  epoch 73 |   0.0839   |
|  epoch 74 |   0.0742   |
|  epoch 75 |   0.0719   |
|  epoch 76 |   0.0728   |
|  epoch 77 |   0.0774   |
|  epoch 78 |   0.0726   |
|  epoch 79 |   0.0708   |
|  epoch 80 |   0.0667   |
|  epoch 81 |   0.0674   |
|  epoch 82 |   0.0708   |
|  epoch 83 |   0.0705   |
|  epoch 84 |   0.0697   |
|  epoch 85 |   0.0647   |
|  epoch 86 |   0.0643   |
|  epoch 87 |   0.0658   |
|  epoch 88 |   0.0613   |
|  epoch 89 |   0.0603   |
|  epoch 90 |   0.0617   |
|  epoch 91 |   0.0600   |
|  epoch 92 |   0.0563   |
|  epoch 93 |   0.0566   |
|  epoch 94 |   0.0561   |
|  epoch 95 |   0.0574   |
|  epoch 96 |   0.0618   |
|  epoch 97 |   0.0561   |
|  epoch 98 |   0.0551   |
|  epoch 99 |   0.0559   |
| epoch 100 |   0.0578   |
| epoch 101 |   0.0526   |
| epoch 102 |   0.0506   |
| epoch 103 |   0.0506   |
| epoch 104 |   0.0520   |
| epoch 105 |   0.0528   |
| epoch 106 |   0.0480   |
| epoch 107 |   0.0473   |
| epoch 108 |   0.0518   |
| epoch 109 |   0.0459   |
| epoch 110 |   0.0484   |
| epoch 111 |   0.0496   |
| epoch 112 |   0.0526   |
| epoch 113 |   0.0498   |
| epoch 114 |   0.0463   |
| epoch 115 |   0.0496   |
| epoch 116 |   0.0452   |
| epoch 117 |   0.0396   |
| epoch 118 |   0.0414   |
| epoch 119 |   0.0412   |
| epoch 120 |   0.0453   |
| epoch 121 |   0.0438   |
| epoch 122 |   0.0460   |
| epoch 123 |   0.0444   |
| epoch 124 |   0.0370   |
| epoch 125 |   0.0379   |
| epoch 126 |   0.0364   |
| epoch 127 |   0.0423   |
| epoch 128 |   0.0433   |
| epoch 129 |   0.0400   |
| epoch 130 |   0.0408   |
| epoch 131 |   0.0416   |
| epoch 132 |   0.0420   |
| epoch 133 |   0.0379   |
| epoch 134 |   0.0397   |
| epoch 135 |   0.0387   |
| epoch 136 |   0.0365   |
| epoch 137 |   0.0365   |
| epoch 138 |   0.0378   |
| epoch 139 |   0.0370   |
| epoch 140 |   0.0358   |
| epoch 141 |   0.0323   |
| epoch 142 |   0.0311   |
| epoch 143 |   0.0346   |
| epoch 144 |   0.0403   |
| epoch 145 |   0.0330   |
| epoch 146 |   0.0352   |
| epoch 147 |   0.0312   |
| epoch 148 |   0.0363   |
| epoch 149 |   0.0321   |
| epoch 150 |   0.0380   |
+-----------+------------+
