+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6132   |
|  epoch 2  |   0.5153   |
|  epoch 3  |   0.4820   |
|  epoch 4  |   0.4560   |
|  epoch 5  |   0.4397   |
|  epoch 6  |   0.4279   |
|  epoch 7  |   0.4148   |
|  epoch 8  |   0.4065   |
|  epoch 9  |   0.3930   |
|  epoch 10 |   0.3822   |
|  epoch 11 |   0.3731   |
|  epoch 12 |   0.3615   |
|  epoch 13 |   0.3468   |
|  epoch 14 |   0.3388   |
|  epoch 15 |   0.3272   |
|  epoch 16 |   0.3145   |
|  epoch 17 |   0.3076   |
|  epoch 18 |   0.2976   |
|  epoch 19 |   0.2901   |
|  epoch 20 |   0.2773   |
|  epoch 21 |   0.2678   |
|  epoch 22 |   0.2613   |
|  epoch 23 |   0.2596   |
|  epoch 24 |   0.2499   |
|  epoch 25 |   0.2425   |
|  epoch 26 |   0.2342   |
|  epoch 27 |   0.2283   |
|  epoch 28 |   0.2194   |
|  epoch 29 |   0.2113   |
|  epoch 30 |   0.2062   |
|  epoch 31 |   0.2067   |
|  epoch 32 |   0.2000   |
|  epoch 33 |   0.1915   |
|  epoch 34 |   0.1906   |
|  epoch 35 |   0.1786   |
|  epoch 36 |   0.1796   |
|  epoch 37 |   0.1712   |
|  epoch 38 |   0.1727   |
|  epoch 39 |   0.1629   |
|  epoch 40 |   0.1579   |
|  epoch 41 |   0.1535   |
|  epoch 42 |   0.1501   |
|  epoch 43 |   0.1443   |
|  epoch 44 |   0.1489   |
|  epoch 45 |   0.1407   |
|  epoch 46 |   0.1434   |
|  epoch 47 |   0.1390   |
|  epoch 48 |   0.1304   |
|  epoch 49 |   0.1292   |
|  epoch 50 |   0.1261   |
|  epoch 51 |   0.1262   |
|  epoch 52 |   0.1235   |
|  epoch 53 |   0.1142   |
|  epoch 54 |   0.1130   |
|  epoch 55 |   0.1112   |
|  epoch 56 |   0.1128   |
|  epoch 57 |   0.1070   |
|  epoch 58 |   0.1100   |
|  epoch 59 |   0.1046   |
|  epoch 60 |   0.1078   |
|  epoch 61 |   0.1015   |
|  epoch 62 |   0.0973   |
|  epoch 63 |   0.0976   |
|  epoch 64 |   0.0959   |
|  epoch 65 |   0.1030   |
|  epoch 66 |   0.0917   |
|  epoch 67 |   0.0902   |
|  epoch 68 |   0.0952   |
|  epoch 69 |   0.0904   |
|  epoch 70 |   0.0831   |
|  epoch 71 |   0.0857   |
|  epoch 72 |   0.0767   |
|  epoch 73 |   0.0838   |
|  epoch 74 |   0.0831   |
|  epoch 75 |   0.0831   |
|  epoch 76 |   0.0779   |
|  epoch 77 |   0.0771   |
|  epoch 78 |   0.0791   |
|  epoch 79 |   0.0762   |
|  epoch 80 |   0.0703   |
|  epoch 81 |   0.0728   |
|  epoch 82 |   0.0752   |
|  epoch 83 |   0.0685   |
|  epoch 84 |   0.0747   |
|  epoch 85 |   0.0698   |
|  epoch 86 |   0.0657   |
|  epoch 87 |   0.0667   |
|  epoch 88 |   0.0624   |
|  epoch 89 |   0.0657   |
|  epoch 90 |   0.0661   |
|  epoch 91 |   0.0670   |
|  epoch 92 |   0.0630   |
|  epoch 93 |   0.0624   |
|  epoch 94 |   0.0613   |
|  epoch 95 |   0.0588   |
|  epoch 96 |   0.0578   |
|  epoch 97 |   0.0624   |
|  epoch 98 |   0.0590   |
|  epoch 99 |   0.0546   |
| epoch 100 |   0.0516   |
| epoch 101 |   0.0575   |
| epoch 102 |   0.0521   |
| epoch 103 |   0.0502   |
| epoch 104 |   0.0568   |
| epoch 105 |   0.0528   |
| epoch 106 |   0.0543   |
| epoch 107 |   0.0569   |
| epoch 108 |   0.0644   |
| epoch 109 |   0.0503   |
| epoch 110 |   0.0496   |
| epoch 111 |   0.0530   |
| epoch 112 |   0.0455   |
| epoch 113 |   0.0463   |
| epoch 114 |   0.0481   |
| epoch 115 |   0.0461   |
| epoch 116 |   0.0416   |
| epoch 117 |   0.0432   |
| epoch 118 |   0.0492   |
| epoch 119 |   0.0488   |
| epoch 120 |   0.0455   |
| epoch 121 |   0.0441   |
| epoch 122 |   0.0502   |
| epoch 123 |   0.0428   |
| epoch 124 |   0.0426   |
| epoch 125 |   0.0494   |
| epoch 126 |   0.0370   |
| epoch 127 |   0.0421   |
| epoch 128 |   0.0457   |
| epoch 129 |   0.0453   |
| epoch 130 |   0.0428   |
| epoch 131 |   0.0439   |
| epoch 132 |   0.0405   |
| epoch 133 |   0.0374   |
| epoch 134 |   0.0437   |
| epoch 135 |   0.0441   |
| epoch 136 |   0.0360   |
| epoch 137 |   0.0354   |
| epoch 138 |   0.0359   |
| epoch 139 |   0.0369   |
| epoch 140 |   0.0385   |
| epoch 141 |   0.0379   |
| epoch 142 |   0.0356   |
| epoch 143 |   0.0379   |
| epoch 144 |   0.0365   |
| epoch 145 |   0.0351   |
| epoch 146 |   0.0356   |
| epoch 147 |   0.0336   |
| epoch 148 |   0.0347   |
| epoch 149 |   0.0332   |
| epoch 150 |   0.0328   |
+-----------+------------+
