+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6153   |
|  epoch 2  |   0.5133   |
|  epoch 3  |   0.4766   |
|  epoch 4  |   0.4512   |
|  epoch 5  |   0.4387   |
|  epoch 6  |   0.4219   |
|  epoch 7  |   0.4096   |
|  epoch 8  |   0.3964   |
|  epoch 9  |   0.3859   |
|  epoch 10 |   0.3730   |
|  epoch 11 |   0.3617   |
|  epoch 12 |   0.3490   |
|  epoch 13 |   0.3466   |
|  epoch 14 |   0.3248   |
|  epoch 15 |   0.3170   |
|  epoch 16 |   0.3089   |
|  epoch 17 |   0.2994   |
|  epoch 18 |   0.2857   |
|  epoch 19 |   0.2763   |
|  epoch 20 |   0.2671   |
|  epoch 21 |   0.2608   |
|  epoch 22 |   0.2578   |
|  epoch 23 |   0.2504   |
|  epoch 24 |   0.2370   |
|  epoch 25 |   0.2313   |
|  epoch 26 |   0.2227   |
|  epoch 27 |   0.2193   |
|  epoch 28 |   0.2062   |
|  epoch 29 |   0.2052   |
|  epoch 30 |   0.1983   |
|  epoch 31 |   0.1927   |
|  epoch 32 |   0.1861   |
|  epoch 33 |   0.1851   |
|  epoch 34 |   0.1810   |
|  epoch 35 |   0.1751   |
|  epoch 36 |   0.1689   |
|  epoch 37 |   0.1723   |
|  epoch 38 |   0.1594   |
|  epoch 39 |   0.1633   |
|  epoch 40 |   0.1559   |
|  epoch 41 |   0.1448   |
|  epoch 42 |   0.1555   |
|  epoch 43 |   0.1405   |
|  epoch 44 |   0.1431   |
|  epoch 45 |   0.1397   |
|  epoch 46 |   0.1355   |
|  epoch 47 |   0.1326   |
|  epoch 48 |   0.1261   |
|  epoch 49 |   0.1260   |
|  epoch 50 |   0.1215   |
|  epoch 51 |   0.1233   |
|  epoch 52 |   0.1209   |
|  epoch 53 |   0.1167   |
|  epoch 54 |   0.1152   |
|  epoch 55 |   0.1110   |
|  epoch 56 |   0.1116   |
|  epoch 57 |   0.1128   |
|  epoch 58 |   0.1029   |
|  epoch 59 |   0.1039   |
|  epoch 60 |   0.1000   |
|  epoch 61 |   0.0977   |
|  epoch 62 |   0.0973   |
|  epoch 63 |   0.0964   |
|  epoch 64 |   0.1039   |
|  epoch 65 |   0.0866   |
|  epoch 66 |   0.0892   |
|  epoch 67 |   0.0866   |
|  epoch 68 |   0.0943   |
|  epoch 69 |   0.0883   |
|  epoch 70 |   0.0865   |
|  epoch 71 |   0.0861   |
|  epoch 72 |   0.0872   |
|  epoch 73 |   0.0817   |
|  epoch 74 |   0.0788   |
|  epoch 75 |   0.0788   |
|  epoch 76 |   0.0814   |
|  epoch 77 |   0.0762   |
|  epoch 78 |   0.0729   |
|  epoch 79 |   0.0706   |
|  epoch 80 |   0.0683   |
|  epoch 81 |   0.0710   |
|  epoch 82 |   0.0694   |
|  epoch 83 |   0.0693   |
|  epoch 84 |   0.0661   |
|  epoch 85 |   0.0663   |
|  epoch 86 |   0.0617   |
|  epoch 87 |   0.0638   |
|  epoch 88 |   0.0693   |
|  epoch 89 |   0.0634   |
|  epoch 90 |   0.0603   |
|  epoch 91 |   0.0594   |
|  epoch 92 |   0.0648   |
|  epoch 93 |   0.0565   |
|  epoch 94 |   0.0610   |
|  epoch 95 |   0.0661   |
|  epoch 96 |   0.0617   |
|  epoch 97 |   0.0581   |
|  epoch 98 |   0.0579   |
|  epoch 99 |   0.0535   |
| epoch 100 |   0.0522   |
| epoch 101 |   0.0551   |
| epoch 102 |   0.0572   |
| epoch 103 |   0.0542   |
| epoch 104 |   0.0495   |
| epoch 105 |   0.0540   |
| epoch 106 |   0.0549   |
| epoch 107 |   0.0494   |
| epoch 108 |   0.0466   |
| epoch 109 |   0.0530   |
| epoch 110 |   0.0477   |
| epoch 111 |   0.0494   |
| epoch 112 |   0.0545   |
| epoch 113 |   0.0497   |
| epoch 114 |   0.0463   |
| epoch 115 |   0.0444   |
| epoch 116 |   0.0486   |
| epoch 117 |   0.0482   |
| epoch 118 |   0.0439   |
| epoch 119 |   0.0413   |
| epoch 120 |   0.0418   |
| epoch 121 |   0.0471   |
| epoch 122 |   0.0451   |
| epoch 123 |   0.0462   |
| epoch 124 |   0.0386   |
| epoch 125 |   0.0392   |
| epoch 126 |   0.0418   |
| epoch 127 |   0.0436   |
| epoch 128 |   0.0420   |
| epoch 129 |   0.0400   |
| epoch 130 |   0.0387   |
| epoch 131 |   0.0462   |
| epoch 132 |   0.0399   |
| epoch 133 |   0.0390   |
| epoch 134 |   0.0380   |
| epoch 135 |   0.0382   |
| epoch 136 |   0.0379   |
| epoch 137 |   0.0386   |
| epoch 138 |   0.0388   |
| epoch 139 |   0.0426   |
| epoch 140 |   0.0360   |
| epoch 141 |   0.0367   |
| epoch 142 |   0.0351   |
| epoch 143 |   0.0377   |
| epoch 144 |   0.0398   |
| epoch 145 |   0.0323   |
| epoch 146 |   0.0331   |
| epoch 147 |   0.0339   |
| epoch 148 |   0.0307   |
| epoch 149 |   0.0364   |
| epoch 150 |   0.0323   |
+-----------+------------+
