+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6074   |
|  epoch 2  |   0.5031   |
|  epoch 3  |   0.4641   |
|  epoch 4  |   0.4469   |
|  epoch 5  |   0.4296   |
|  epoch 6  |   0.4173   |
|  epoch 7  |   0.4043   |
|  epoch 8  |   0.3926   |
|  epoch 9  |   0.3785   |
|  epoch 10 |   0.3677   |
|  epoch 11 |   0.3545   |
|  epoch 12 |   0.3394   |
|  epoch 13 |   0.3327   |
|  epoch 14 |   0.3266   |
|  epoch 15 |   0.3142   |
|  epoch 16 |   0.3000   |
|  epoch 17 |   0.2941   |
|  epoch 18 |   0.2790   |
|  epoch 19 |   0.2810   |
|  epoch 20 |   0.2702   |
|  epoch 21 |   0.2527   |
|  epoch 22 |   0.2558   |
|  epoch 23 |   0.2459   |
|  epoch 24 |   0.2352   |
|  epoch 25 |   0.2334   |
|  epoch 26 |   0.2256   |
|  epoch 27 |   0.2225   |
|  epoch 28 |   0.2134   |
|  epoch 29 |   0.2100   |
|  epoch 30 |   0.2020   |
|  epoch 31 |   0.1931   |
|  epoch 32 |   0.1897   |
|  epoch 33 |   0.1813   |
|  epoch 34 |   0.1792   |
|  epoch 35 |   0.1796   |
|  epoch 36 |   0.1721   |
|  epoch 37 |   0.1748   |
|  epoch 38 |   0.1680   |
|  epoch 39 |   0.1558   |
|  epoch 40 |   0.1568   |
|  epoch 41 |   0.1571   |
|  epoch 42 |   0.1510   |
|  epoch 43 |   0.1462   |
|  epoch 44 |   0.1384   |
|  epoch 45 |   0.1384   |
|  epoch 46 |   0.1339   |
|  epoch 47 |   0.1343   |
|  epoch 48 |   0.1390   |
|  epoch 49 |   0.1223   |
|  epoch 50 |   0.1273   |
|  epoch 51 |   0.1245   |
|  epoch 52 |   0.1201   |
|  epoch 53 |   0.1171   |
|  epoch 54 |   0.1098   |
|  epoch 55 |   0.1159   |
|  epoch 56 |   0.1085   |
|  epoch 57 |   0.1127   |
|  epoch 58 |   0.1083   |
|  epoch 59 |   0.1034   |
|  epoch 60 |   0.1003   |
|  epoch 61 |   0.1003   |
|  epoch 62 |   0.0983   |
|  epoch 63 |   0.0972   |
|  epoch 64 |   0.0924   |
|  epoch 65 |   0.0967   |
|  epoch 66 |   0.0929   |
|  epoch 67 |   0.0898   |
|  epoch 68 |   0.0887   |
|  epoch 69 |   0.0894   |
|  epoch 70 |   0.0836   |
|  epoch 71 |   0.0776   |
|  epoch 72 |   0.0845   |
|  epoch 73 |   0.0864   |
|  epoch 74 |   0.0812   |
|  epoch 75 |   0.0774   |
|  epoch 76 |   0.0792   |
|  epoch 77 |   0.0781   |
|  epoch 78 |   0.0714   |
|  epoch 79 |   0.0777   |
|  epoch 80 |   0.0700   |
|  epoch 81 |   0.0745   |
|  epoch 82 |   0.0712   |
|  epoch 83 |   0.0688   |
|  epoch 84 |   0.0678   |
|  epoch 85 |   0.0690   |
|  epoch 86 |   0.0678   |
|  epoch 87 |   0.0663   |
|  epoch 88 |   0.0681   |
|  epoch 89 |   0.0606   |
|  epoch 90 |   0.0595   |
|  epoch 91 |   0.0627   |
|  epoch 92 |   0.0646   |
|  epoch 93 |   0.0598   |
|  epoch 94 |   0.0604   |
|  epoch 95 |   0.0631   |
|  epoch 96 |   0.0538   |
|  epoch 97 |   0.0589   |
|  epoch 98 |   0.0587   |
|  epoch 99 |   0.0573   |
| epoch 100 |   0.0584   |
| epoch 101 |   0.0502   |
| epoch 102 |   0.0514   |
| epoch 103 |   0.0541   |
| epoch 104 |   0.0572   |
| epoch 105 |   0.0527   |
| epoch 106 |   0.0557   |
| epoch 107 |   0.0489   |
| epoch 108 |   0.0452   |
| epoch 109 |   0.0506   |
| epoch 110 |   0.0501   |
| epoch 111 |   0.0483   |
| epoch 112 |   0.0451   |
| epoch 113 |   0.0497   |
| epoch 114 |   0.0489   |
| epoch 115 |   0.0464   |
| epoch 116 |   0.0472   |
| epoch 117 |   0.0417   |
| epoch 118 |   0.0486   |
| epoch 119 |   0.0436   |
| epoch 120 |   0.0489   |
| epoch 121 |   0.0442   |
| epoch 122 |   0.0416   |
| epoch 123 |   0.0438   |
| epoch 124 |   0.0435   |
| epoch 125 |   0.0443   |
| epoch 126 |   0.0365   |
| epoch 127 |   0.0428   |
| epoch 128 |   0.0409   |
| epoch 129 |   0.0418   |
| epoch 130 |   0.0452   |
| epoch 131 |   0.0374   |
| epoch 132 |   0.0398   |
| epoch 133 |   0.0421   |
| epoch 134 |   0.0377   |
| epoch 135 |   0.0386   |
| epoch 136 |   0.0396   |
| epoch 137 |   0.0377   |
| epoch 138 |   0.0343   |
| epoch 139 |   0.0325   |
| epoch 140 |   0.0411   |
| epoch 141 |   0.0354   |
| epoch 142 |   0.0359   |
| epoch 143 |   0.0321   |
| epoch 144 |   0.0341   |
| epoch 145 |   0.0353   |
| epoch 146 |   0.0332   |
| epoch 147 |   0.0350   |
| epoch 148 |   0.0345   |
| epoch 149 |   0.0343   |
| epoch 150 |   0.0359   |
+-----------+------------+
