+-----------+------------+
|  # Epoch  | Train_loss |
+-----------+------------+
|  epoch 1  |   0.6083   |
|  epoch 2  |   0.5060   |
|  epoch 3  |   0.4666   |
|  epoch 4  |   0.4449   |
|  epoch 5  |   0.4317   |
|  epoch 6  |   0.4178   |
|  epoch 7  |   0.4059   |
|  epoch 8  |   0.3888   |
|  epoch 9  |   0.3789   |
|  epoch 10 |   0.3695   |
|  epoch 11 |   0.3585   |
|  epoch 12 |   0.3499   |
|  epoch 13 |   0.3329   |
|  epoch 14 |   0.3265   |
|  epoch 15 |   0.3165   |
|  epoch 16 |   0.3105   |
|  epoch 17 |   0.2917   |
|  epoch 18 |   0.2888   |
|  epoch 19 |   0.2828   |
|  epoch 20 |   0.2757   |
|  epoch 21 |   0.2673   |
|  epoch 22 |   0.2613   |
|  epoch 23 |   0.2517   |
|  epoch 24 |   0.2403   |
|  epoch 25 |   0.2390   |
|  epoch 26 |   0.2301   |
|  epoch 27 |   0.2261   |
|  epoch 28 |   0.2202   |
|  epoch 29 |   0.2138   |
|  epoch 30 |   0.2117   |
|  epoch 31 |   0.2005   |
|  epoch 32 |   0.1992   |
|  epoch 33 |   0.1937   |
|  epoch 34 |   0.1847   |
|  epoch 35 |   0.1852   |
|  epoch 36 |   0.1790   |
|  epoch 37 |   0.1762   |
|  epoch 38 |   0.1731   |
|  epoch 39 |   0.1651   |
|  epoch 40 |   0.1600   |
|  epoch 41 |   0.1597   |
|  epoch 42 |   0.1531   |
|  epoch 43 |   0.1548   |
|  epoch 44 |   0.1512   |
|  epoch 45 |   0.1455   |
|  epoch 46 |   0.1483   |
|  epoch 47 |   0.1340   |
|  epoch 48 |   0.1377   |
|  epoch 49 |   0.1282   |
|  epoch 50 |   0.1266   |
|  epoch 51 |   0.1253   |
|  epoch 52 |   0.1317   |
|  epoch 53 |   0.1230   |
|  epoch 54 |   0.1260   |
|  epoch 55 |   0.1258   |
|  epoch 56 |   0.1177   |
|  epoch 57 |   0.1191   |
|  epoch 58 |   0.1130   |
|  epoch 59 |   0.1122   |
|  epoch 60 |   0.1087   |
|  epoch 61 |   0.1062   |
|  epoch 62 |   0.1013   |
|  epoch 63 |   0.0971   |
|  epoch 64 |   0.1003   |
|  epoch 65 |   0.1022   |
|  epoch 66 |   0.0945   |
|  epoch 67 |   0.1004   |
|  epoch 68 |   0.0938   |
|  epoch 69 |   0.0920   |
|  epoch 70 |   0.0937   |
|  epoch 71 |   0.0894   |
|  epoch 72 |   0.0873   |
|  epoch 73 |   0.0856   |
|  epoch 74 |   0.0795   |
|  epoch 75 |   0.0863   |
|  epoch 76 |   0.0851   |
|  epoch 77 |   0.0881   |
|  epoch 78 |   0.0853   |
|  epoch 79 |   0.0747   |
|  epoch 80 |   0.0807   |
|  epoch 81 |   0.0775   |
|  epoch 82 |   0.0754   |
|  epoch 83 |   0.0787   |
|  epoch 84 |   0.0700   |
|  epoch 85 |   0.0733   |
|  epoch 86 |   0.0723   |
|  epoch 87 |   0.0701   |
|  epoch 88 |   0.0693   |
|  epoch 89 |   0.0711   |
|  epoch 90 |   0.0660   |
|  epoch 91 |   0.0708   |
|  epoch 92 |   0.0686   |
|  epoch 93 |   0.0658   |
|  epoch 94 |   0.0641   |
|  epoch 95 |   0.0636   |
|  epoch 96 |   0.0618   |
|  epoch 97 |   0.0625   |
|  epoch 98 |   0.0629   |
|  epoch 99 |   0.0619   |
| epoch 100 |   0.0571   |
| epoch 101 |   0.0583   |
| epoch 102 |   0.0597   |
| epoch 103 |   0.0591   |
| epoch 104 |   0.0577   |
| epoch 105 |   0.0528   |
| epoch 106 |   0.0542   |
| epoch 107 |   0.0587   |
| epoch 108 |   0.0511   |
| epoch 109 |   0.0574   |
| epoch 110 |   0.0544   |
| epoch 111 |   0.0487   |
| epoch 112 |   0.0494   |
| epoch 113 |   0.0482   |
| epoch 114 |   0.0511   |
| epoch 115 |   0.0511   |
| epoch 116 |   0.0502   |
| epoch 117 |   0.0542   |
| epoch 118 |   0.0486   |
| epoch 119 |   0.0445   |
| epoch 120 |   0.0475   |
| epoch 121 |   0.0457   |
| epoch 122 |   0.0418   |
| epoch 123 |   0.0485   |
| epoch 124 |   0.0467   |
| epoch 125 |   0.0469   |
| epoch 126 |   0.0442   |
| epoch 127 |   0.0455   |
| epoch 128 |   0.0459   |
| epoch 129 |   0.0438   |
| epoch 130 |   0.0488   |
| epoch 131 |   0.0424   |
| epoch 132 |   0.0361   |
| epoch 133 |   0.0364   |
| epoch 134 |   0.0379   |
| epoch 135 |   0.0388   |
| epoch 136 |   0.0456   |
| epoch 137 |   0.0389   |
| epoch 138 |   0.0410   |
| epoch 139 |   0.0381   |
| epoch 140 |   0.0376   |
| epoch 141 |   0.0357   |
| epoch 142 |   0.0368   |
| epoch 143 |   0.0426   |
| epoch 144 |   0.0417   |
| epoch 145 |   0.0318   |
| epoch 146 |   0.0348   |
| epoch 147 |   0.0378   |
| epoch 148 |   0.0399   |
| epoch 149 |   0.0364   |
| epoch 150 |   0.0369   |
+-----------+------------+
